时间,沪深300,中证500,万得全A,中债-综合财富(总值)指数,中债-总财富(总值)指数
2017-7-6,3660.0967,6201.6535,4392.2279,177.3018,169.0078
2017-7-7,3655.9293,6226.0108,4401.7745,177.3106,168.9987
2017-7-10,3653.6868,6206.5568,4390.3421,177.3469,169.0049
2017-7-11,3670.8086,6128.9942,4373.7504,177.3829,169.0349
2017-7-12,3658.8236,6132.9922,4367.3654,177.4086,169.1074
2017-7-13,3686.9205,6149.9337,4386.9915,177.4981,169.2174
2017-7-14,3703.094,6128.7397,4386.9144,177.5697,169.2529
2017-7-17,3663.5575,5876.4592,4254.5455,177.6906,169.3277
2017-7-18,3667.1807,5938.4342,4277.3295,177.5938,169.1657
2017-7-19,3729.7466,6059.3582,4347.537,177.638,169.2419
2017-7-20,3747.8843,6099.2835,4369.3883,177.7033,169.3001
2017-7-21,3728.5976,6126.1083,4362.3397,177.6812,169.2502
2017-7-24,3743.4686,6167.1282,4385.5692,177.7158,169.2231
2017-7-25,3719.559,6153.5984,4367.9722,177.7016,169.1572
2017-7-26,3705.3884,6146.7028,4360.6756,177.6363,169.0021
2017-7-27,3712.1947,6184.0207,4389.8914,177.6676,169.0556
2017-7-28,3721.8914,6215.4633,4398.5199,177.6831,169.06
2017-7-31,3737.8732,6298.0004,4428.3127,177.6774,168.9906
2017-8-1,3770.3828,6286.5362,4447.6331,177.6427,168.8946
2017-8-2,3760.8525,6251.8627,4426.7606,177.6728,168.9378
2017-8-3,3727.8264,6261.9676,4416.4775,177.6889,168.9507
2017-8-4,3707.5796,6225.1151,4395.0192,177.7415,168.9858
2017-8-7,3726.7948,6303.4209,4426.5875,177.6678,168.7754
2017-8-8,3732.2129,6303.716,4436.4363,177.6303,168.7383
2017-8-9,3731.044,6340.022,4443.8954,177.6242,168.7344
2017-8-10,3715.9208,6289.2174,4416.7529,177.6817,168.8203
2017-8-11,3647.3503,6161.1903,4339.8056,177.7764,169.0299
2017-8-14,3694.6831,6292.6418,4409.893,177.8846,169.1549
2017-8-15,3706.0566,6314.7608,4426.2014,177.9226,169.2201
2017-8-16,3701.4207,6318.7986,4432.7146,177.8925,169.1358
2017-8-17,3721.277,6366.034,4462.4561,177.8495,169.0654
2017-8-18,3724.6748,6347.7557,4457.3262,177.8266,168.9478
2017-8-21,3740.9941,6403.7803,4486.0364,177.7802,168.8617
2017-8-22,3752.298,6375.9814,4479.8391,177.7379,168.7749
2017-8-23,3756.0884,6322.7819,4467.5704,177.7275,168.7879
2017-8-24,3734.6458,6278.59,4441.6692,177.6479,168.6712
2017-8-25,3795.7544,6346.5305,4500.9089,177.6121,168.6093
2017-8-28,3842.7119,6424.5841,4555.467,177.5689,168.4782
2017-8-29,3834.5376,6408.1567,4549.2297,177.5827,168.5367
2017-8-30,3834.3005,6453.4636,4559.6191,177.5634,168.5355
2017-8-31,3822.0928,6470.4259,4563.3839,177.5961,168.596
2017-9-1,3830.5383,6526.5046,4586.2843,177.6419,168.6005
2017-9-4,3845.6163,6564.6804,4608.1634,177.6442,168.5854
2017-9-5,3857.0464,6571.8591,4617.022,177.5952,168.4952
2017-9-6,3849.4499,6607.1176,4625.7279,177.637,168.5458
2017-9-7,3829.8713,6558.5963,4603.4147,177.8005,168.7896
2017-9-8,3825.9895,6574.1826,4608.2591,177.9454,168.9545
2017-9-11,3825.6453,6649.6276,4633.9254,177.995,168.9566
2017-9-12,3837.9341,6644.0118,4635.116,178.0133,168.9556
2017-9-13,3842.6061,6684.3798,4649.8148,177.9937,168.8976
2017-9-14,3829.9554,6672.1849,4640.0282,178.12,169.0622
2017-9-15,3831.2965,6622.0438,4625.9249,178.1457,169.0464
2017-9-18,3843.1428,6669.4548,4651.1123,178.151,169.0002
2017-9-19,3832.1161,6636.0201,4634.8521,178.1726,169.0297
2017-9-20,3842.4353,6692.4724,4661.6233,178.1854,169.0186
2017-9-21,3837.8176,6612.0456,4631.5215,178.1886,168.9595
2017-9-22,3837.7304,6572.0096,4619.7341,178.2712,169.0818
2017-9-25,3817.7915,6489.8441,4576.4413,178.4193,169.2941
2017-9-26,3820.7816,6520.7175,4582.8136,178.4312,169.2758
2017-9-27,3821.2,6583.1401,4603.4429,178.4165,169.219
2017-9-28,3822.5386,6567.7915,4595.0038,178.4528,169.3042
2017-9-29,3836.5013,6603.2587,4621.7526,178.4994,169.3528
2017-10-9,3882.2076,6678.371,4675.0161,178.6164,169.3656
2017-10-10,3889.8637,6705.4812,4697.5437,178.604,169.3561
2017-10-11,3902.6868,6666.4696,4694.0108,178.6412,169.366
2017-10-12,3912.9536,6659.0957,4693.2808,178.5843,169.2312
2017-10-13,3921.0017,6709.8164,4712.6782,178.6083,169.267
2017-10-16,3913.4462,6619.2056,4664.9258,178.4674,169.0368
2017-10-17,3913.0688,6612.9428,4663.1734,178.3354,168.8731
2017-10-18,3944.1626,6563.4369,4657.9714,178.3602,168.9157
2017-10-19,3931.2495,6501.3999,4626.4725,178.4871,169.0556
2017-10-20,3926.852,6571.424,4652.4421,178.5158,169.0865
2017-10-23,3930.7981,6612.7637,4669.927,178.5486,169.1111
2017-10-24,3959.3953,6603.0042,4674.4695,178.537,169.1153
2017-10-25,3976.949,6647.892,4701.6305,178.3726,168.8832
2017-10-26,3993.5752,6671.9288,4720.3985,178.3791,168.8688
2017-10-27,4021.9676,6630.8067,4719.4875,178.2144,168.6825
2017-10-30,4009.7218,6511.7616,4656.249,177.8019,168.1046
2017-10-31,4006.7179,6560.2054,4672.854,177.8425,168.1671
2017-11-1,3996.6221,6552.9545,4668.3505,178.0011,168.4067
2017-11-2,3997.1343,6484.9258,4642.4485,177.9776,168.3579
2017-11-3,3992.6979,6426.9799,4620.7182,177.9777,168.3293
2017-11-6,4020.8896,6511.0958,4661.1561,178.0276,168.3793
2017-11-7,4054.2465,6551.9363,4693.8075,177.9473,168.245
2017-11-8,4048.0057,6561.6897,4697.6831,177.9467,168.2164
2017-11-9,4075.8998,6611.3517,4727.8854,177.9424,168.2071
2017-11-10,4111.9112,6641.2164,4753.887,177.8575,168.1013
2017-11-13,4128.0733,6671.2054,4770.0459,177.6447,167.7737
2017-11-14,4099.351,6614.5136,4735.8962,177.5478,167.6393
2017-11-15,4073.6696,6537.6563,4697.459,177.5554,167.6934
2017-11-16,4105.0122,6558.3085,4710.5284,177.6455,167.832
2017-11-17,4120.8508,6361.9415,4638.7152,177.6616,167.8683
2017-11-20,4143.8334,6433.1702,4666.3182,177.6611,167.8762
2017-11-21,4217.7015,6456.352,4707.0796,177.5507,167.7151
2017-11-22,4227.5666,6439.4419,4710.7427,177.1933,167.1849
2017-11-23,4102.3966,6274.5116,4585.8253,177.1605,167.1701
2017-11-24,4104.2034,6278.0287,4587.5722,177.2869,167.3896
2017-11-27,4049.9475,6194.5522,4530.7548,177.3301,167.4509
2017-11-28,4055.8235,6299.3122,4569.0251,177.2855,167.3813
2017-11-29,4053.7529,6318.3684,4573.6531,177.35,167.5261
2017-11-30,4006.0993,6263.421,4534.9359,177.4156,167.6148
2017-12-1,3998.1365,6316.4072,4551.1012,177.4637,167.7147
2017-12-4,4018.8571,6279.6206,4537.3096,177.5668,167.8238
2017-12-5,4040.1704,6132.912,4491.2536,177.6058,167.9046
2017-12-6,4015.8211,6172.8031,4497.9069,177.6373,167.9724
2017-12-7,3971.0569,6135.4702,4467.9414,177.6329,167.9852
2017-12-8,4003.3792,6203.1433,4509.5484,177.6053,167.9361
2017-12-11,4069.4997,6286.1656,4570.1697,177.5207,167.7656
2017-12-12,4016.0163,6233.2115,4519.0509,177.4567,167.6746
2017-12-13,4050.0927,6277.441,4553.8555,177.443,167.6446
2017-12-14,4026.1516,6284.0807,4544.1888,177.4921,167.7109
2017-12-15,3980.8558,6235.7608,4508.2241,177.5906,167.8281
2017-12-18,3985.2914,6199.9889,4495.9247,177.6571,167.9328
2017-12-19,4035.3294,6251.2416,4538.7339,177.6483,167.8878
2017-12-20,4030.4898,6199.3628,4514.6474,177.6242,167.8278
2017-12-21,4067.8485,6238.4987,4542.4238,177.6,167.7718
2017-12-22,4054.5984,6242.8847,4533.5057,177.6332,167.8481
2017-12-25,4041.5401,6185.5907,4500.2376,177.6893,167.8859
2017-12-26,4053.6224,6220.1473,4522.657,177.6534,167.8042
2017-12-27,3991.2075,6173.1528,4477.5067,177.6002,167.7387
2017-12-28,4018.8974,6204.2702,4499.8196,177.6229,167.7656
2017-12-29,4030.8549,6250.8207,4522.7222,177.6958,167.8484
2018-1-2,4087.4012,6332.2269,4579.636,177.8489,167.9581
2018-1-3,4111.3925,6388.2533,4612.8901,177.8794,167.9608
2018-1-4,4128.8119,6417.535,4629.9289,177.8428,167.884
2018-1-5,4138.7505,6417.2537,4636.9343,177.9696,168.0329
2018-1-8,4160.1595,6446.1818,4654.6714,178.1025,168.1576
2018-1-9,4189.2977,6445.7462,4668.9445,178.1625,168.2002
2018-1-10,4207.8132,6405.9395,4664.7907,178.0574,168.0328
2018-1-11,4205.5863,6425.9401,4673.6481,177.9664,167.8964
2018-1-12,4225.001,6399.3737,4672.9302,178.0073,167.9581
2018-1-15,4225.2393,6253.3759,4616.8082,177.964,167.8256
2018-1-16,4258.473,6301.1327,4651.2195,177.9855,167.8418
2018-1-17,4248.1164,6267.4599,4640.868,177.9495,167.799
2018-1-18,4271.4168,6286.8007,4659.5539,177.8782,167.6835
2018-1-19,4285.395,6272.38,4662.1456,177.9139,167.7088
2018-1-22,4336.5974,6347.6383,4707.6594,178.0019,167.8264
2018-1-23,4382.6129,6354.9978,4738.2899,178.0471,167.8996
2018-1-24,4389.8853,6394.2999,4757.4209,178.0931,167.9466
2018-1-25,4365.0794,6382.7165,4738.2,178.1305,167.9872
2018-1-26,4381.2996,6383.6312,4743.2999,178.1678,168.0409
2018-1-29,4302.0181,6309.8836,4674.0651,178.2409,168.1
2018-1-30,4256.1021,6313.442,4643.3824,178.2469,168.1046
2018-1-31,4275.8986,6189.3413,4603.9187,178.3361,168.2212
2018-2-1,4245.8978,5984.7428,4504.2634,178.4107,168.3509
2018-2-2,4271.2326,6004.8494,4511.7744,178.4551,168.3765
2018-2-5,4274.1464,5998.2236,4508.1151,178.4903,168.4014
2018-2-6,4148.8856,5704.2641,4334.2159,178.6805,168.6722
2018-2-7,4050.4972,5711.3322,4284.7319,178.7517,168.775
2018-2-8,4012.0472,5766.4797,4284.2583,178.7754,168.7751
2018-2-9,3840.6527,5554.8974,4124.0876,178.8072,168.8258
2018-2-12,3890.1046,5699.0979,4198.5447,178.9186,168.9518
2018-2-13,3935.6324,5736.9505,4230.0195,178.9566,169.0032
2018-2-14,3966.9614,5754.8344,4253.1452,178.9958,169.0211
2018-2-22,4052.7332,5875.7272,4337.2092,179.1595,169.1168
2018-2-23,4071.0889,5897.6765,4354.7585,179.218,169.1975
2018-2-26,4118.4186,6029.6795,4426.4939,179.5171,169.5971
2018-2-27,4058.9806,6010.5573,4394.6736,179.6508,169.8018
2018-2-28,4023.6415,6023.677,4380.6025,179.7419,169.8871
2018-3-1,4049.0863,6090.2247,4420.9926,179.7756,169.9225
2018-3-2,4016.461,6056.3354,4392.6286,179.754,169.8662
2018-3-5,4018.097,6064.0983,4403.0184,179.7539,169.8233
2018-3-6,4066.5647,6145.5768,4454.8802,179.7901,169.8927
2018-3-7,4036.6536,6086.4874,4423.8789,179.8629,169.974
2018-3-8,4077.6001,6131.5142,4461.4807,179.9144,170.0747
2018-3-9,4108.8652,6206.9754,4510.6772,179.9539,170.1123
2018-3-12,4127.6662,6295.7776,4553.4736,180.0399,170.1849
2018-3-13,4091.2533,6254.1457,4521.7447,180.0045,170.1173
2018-3-14,4073.3447,6189.317,4489.0511,180.0165,170.1187
2018-3-15,4096.1627,6180.1108,4491.368,180.0503,170.1781
2018-3-16,4056.4226,6146.3058,4463.1689,180.1105,170.2787
2018-3-19,4074.2479,6153.8339,4477.2988,180.1558,170.3207
2018-3-20,4077.7041,6173.6984,4486.0675,180.2563,170.4589
2018-3-21,4061.0502,6129.2042,4461.205,180.3529,170.5958
2018-3-22,4020.349,6101.2276,4435.6254,180.5063,170.8386
2018-3-23,3904.9355,5787.1523,4257.5483,180.8943,171.4045
2018-3-26,3879.893,5902.9588,4277.7449,180.9931,171.3879
2018-3-27,3913.2689,6034.775,4347.2306,180.9338,171.2811
2018-3-28,3842.7155,5973.3414,4293.6877,180.9987,171.3869
2018-3-29,3894.0498,6034.8572,4341.3845,181.0137,171.3975
2018-3-30,3898.4977,6114.7382,4376.2499,181.0957,171.5189
2018-4-2,3886.9189,6121.9642,4378.5765,181.2283,171.6116
2018-4-3,3862.4796,6059.7089,4344.4897,181.3179,171.7624
2018-4-4,3854.8625,6017.6863,4327.071,181.4571,171.9342
2018-4-9,3852.9292,6025.6493,4329.9234,181.8705,172.4879
2018-4-10,3927.1729,6063.7423,4377.5354,181.8881,172.4178
2018-4-11,3938.3434,6086.6126,4396.2282,181.9701,172.4978
2018-4-12,3898.6354,6051.3346,4362.5282,182.0363,172.5556
2018-4-13,3871.1443,6027.1867,4341.2102,182.1242,172.6258
2018-4-16,3808.863,6012.4053,4298.61,182.3501,172.8759
2018-4-17,3748.6412,5890.8571,4220.464,182.4691,173.024
2018-4-18,3766.282,5970.6577,4258.0801,183.6513,174.6848
2018-4-19,3811.843,6004.7334,4290.9286,183.5373,174.4233
2018-4-20,3760.8543,5880.8359,4217.1011,183.5616,174.4636
2018-4-23,3766.3257,5823.9205,4200.075,183.3871,174.1289
2018-4-24,3843.4886,5957.1927,4289.3938,183.4392,174.2305
2018-4-25,3828.7015,5959.422,4287.7639,183.378,174.0846
2018-4-26,3755.4941,5847.9766,4208.0601,183.2773,173.9334
2018-4-27,3756.8765,5860.9836,4213.4125,183.2009,173.8291
2018-5-2,3763.6461,5855.3233,4210.1133,183.1398,173.7104
2018-5-3,3793.0001,5910.6058,4246.048,183.2085,173.8039
2018-5-4,3774.5981,5909.2944,4234.8769,183.3061,173.97
2018-5-7,3834.1877,6019.1409,4305.037,183.2919,173.9222
2018-5-8,3878.6767,6041.8143,4341.2048,183.1579,173.7334
2018-5-9,3871.6152,6029.2329,4336.0363,183.0263,173.5599
2018-5-10,3893.0565,6040.5716,4356.6987,183.0423,173.5986
2018-5-11,3872.8383,5991.3424,4324.9802,183.0787,173.6733
2018-5-14,3909.2933,5967.5541,4333.4393,183.0932,173.6766
2018-5-15,3924.0975,6020.5697,4364.4527,182.9945,173.5231
2018-5-16,3892.8442,6004.0696,4339.2378,182.9534,173.4984
2018-5-17,3864.0507,5973.7785,4315.8224,182.907,173.4538
2018-5-18,3903.0637,5995.1497,4346.6182,182.9357,173.5271
2018-5-21,3921.2421,6072.1991,4385.563,183.0485,173.6897
2018-5-22,3906.2081,6092.9069,4388.905,183.1648,173.8926
2018-5-23,3854.5825,6013.8472,4336.5724,183.2818,174.0884
2018-5-24,3827.217,5992.6209,4316.1762,183.3428,174.1634
2018-5-25,3816.498,5917.7978,4289.1219,183.4928,174.4047
2018-5-28,3833.2599,5891.2627,4282.5155,183.5558,174.4401
2018-5-29,3804.0093,5835.4456,4247.8807,183.5539,174.4622
2018-5-30,3723.3724,5682.5881,4135.8552,183.604,174.5347
2018-5-31,3802.3759,5754.4746,4210.9383,183.5002,174.4103
2018-6-1,3770.5891,5685.1155,4170.235,183.4617,174.3682
2018-6-4,3807.5781,5683.1486,4185.3093,183.3931,174.2172
2018-6-5,3845.3164,5779.0778,4240.9803,183.3354,174.16
2018-6-6,3837.3511,5774.2575,4240.5291,183.3152,174.1228
2018-6-7,3831.0128,5738.0176,4225.5526,183.2904,174.0832
2018-6-8,3779.6159,5669.3031,4176.1768,183.4005,174.2011
2018-6-11,3779.9818,5632.3566,4160.5071,183.4082,174.2425
2018-6-12,3825.9534,5693.3461,4202.9103,183.3088,174.0949
2018-6-13,3788.3391,5607.0173,4150.5212,183.385,174.2421
2018-6-14,3773.3655,5586.9314,4134.0117,183.4872,174.4243
2018-6-15,3753.4338,5483.9446,4085.3034,183.605,174.5755
2018-6-19,3621.1166,5141.7095,3882.9806,183.8323,174.9663
2018-6-20,3635.4436,5198.3935,3910.804,183.7772,174.8139
2018-6-21,3592.965,5089.2522,3845.9319,183.8844,175.0041
2018-6-22,3608.9046,5160.1228,3882.4092,183.9614,175.1162
2018-6-25,3560.4777,5125.0333,3846.6151,183.9932,175.1356
2018-6-26,3531.1112,5160.2829,3846.6861,184.0318,175.1899
2018-6-27,3459.2621,5109.4975,3794.4735,184.0967,175.3548
2018-6-28,3423.5255,5055.1093,3755.1617,184.3001,175.6711
2018-6-29,3510.9845,5217.7643,3860.3372,184.6328,176.1964
2018-7-2,3407.9638,5138.7826,3778.0198,184.8503,176.4315
2018-7-3,3409.2801,5197.1313,3802.338,184.9566,176.5114
2018-7-4,3363.7473,5121.3436,3744.8972,184.9923,176.5248
2018-7-5,3342.4379,4982.7627,3685.2029,185.1593,176.7411
2018-7-6,3365.1227,4996.6299,3706.1205,185.1835,176.6624
2018-7-9,3459.1837,5107.5507,3798.1284,185.2,176.5648
2018-7-10,3467.5155,5136.5326,3817.6416,185.1914,176.5013
2018-7-11,3407.5297,5036.1565,3744.9268,185.2965,176.6152
2018-7-12,3481.0559,5172.5032,3836.9795,185.327,176.6504
2018-7-13,3492.6897,5204.1855,3853.3783,185.4735,176.8787
2018-7-16,3472.0859,5195.2002,3842.6481,185.6497,177.0568
2018-7-17,3449.3773,5196.1969,3834.3343,185.669,177.0864
2018-7-18,3431.3227,5156.6363,3813.5347,185.7744,177.2739
2018-7-19,3428.343,5111.3271,3792.2334,185.994,177.5734
2018-7-20,3492.8938,5175.2516,3851.2965,186.0048,177.4032
2018-7-23,3525.7503,5214.0038,3883.1899,186.0842,177.4127
2018-7-24,3581.7057,5304.641,3945.4412,185.9521,177.0908
2018-7-25,3577.7522,5308.6569,3945.9419,185.9612,177.0815
2018-7-26,3536.2456,5273.4789,3916.2287,186.092,177.1887
2018-7-27,3521.2269,5249.2904,3898.2481,186.2326,177.4263
2018-7-30,3515.0794,5185.151,3869.4643,186.3955,177.6182
2018-7-31,3517.6568,5188.7166,3872.0117,186.6598,177.9634
2018-8-1,3447.3882,5105.3741,3803.2568,186.8146,178.107
2018-8-2,3370.9579,4996.012,3718.2967,186.9389,178.1659
2018-8-3,3315.2839,4929.75,3665.3598,187.1297,178.4106
2018-8-6,3273.2728,4825.2508,3605.5606,187.34,178.6127
2018-8-7,3368.8695,4956.8718,3704.8186,187.4765,178.7243
2018-8-8,3314.5075,4880.5694,3647.8478,187.3152,178.4754
2018-8-9,3397.5298,5004.7733,3733.9886,186.9907,177.9704
2018-8-10,3405.0191,5030.5148,3749.0849,186.8832,177.9124
2018-8-13,3390.3441,5055.2753,3748.4225,186.6436,177.5445
2018-8-14,3372.9137,5037.8831,3734.0611,186.7244,177.7301
2018-8-15,3291.976,4932.8063,3653.8096,186.7184,177.6803
2018-8-16,3276.7276,4888.3712,3626.4409,186.5979,177.4969
2018-8-17,3229.6198,4803.0285,3569.4824,186.2934,176.9549
2018-8-20,3267.2498,4832.6512,3598.0727,186.258,176.9113
2018-8-21,3326.6489,4891.9801,3650.4035,186.1468,176.7541
2018-8-22,3307.9545,4837.0183,3620.1858,186.2832,176.9573
2018-8-23,3320.0257,4863.6651,3638.2843,186.4814,177.2215
2018-8-24,3325.3347,4852.2887,3638.9517,186.5306,177.226
2018-8-27,3406.5735,4960.0655,3720.6677,186.5141,177.1492
2018-8-28,3400.1705,4974.2072,3720.017,186.5134,177.1751
2018-8-29,3386.5736,4941.9607,3701.5104,186.5373,177.1893
2018-8-30,3351.0942,4867.1214,3653.3684,186.6673,177.3548
2018-8-31,3334.5036,4814.8237,3625.9119,186.7617,177.4833
2018-9-3,3321.8248,4838.873,3619.7099,186.7083,177.3429
2018-9-4,3363.8984,4890.2806,3662.6577,186.6734,177.2885
2018-9-5,3298.1412,4815.0343,3599.9832,186.6944,177.3058
2018-9-6,3262.8808,4793.3454,3575.1071,186.6967,177.2822
2018-9-7,3277.6438,4791.7779,3586.9309,186.6802,177.2171
2018-9-10,3230.0681,4704.8782,3528.7268,186.5964,177.0093
2018-9-11,3224.2116,4702.9032,3526.2641,186.5098,176.8622
2018-9-12,3202.0248,4693.9743,3513.4459,186.5885,176.9656
2018-9-13,3236.5662,4721.2121,3544.9272,186.6662,177.0435
2018-9-14,3242.0902,4670.0799,3529.8022,186.7523,177.1658
2018-9-17,3204.9224,4602.3901,3482.8986,186.8748,177.3025
2018-9-18,3269.4319,4683.5056,3547.9233,186.9121,177.3016
2018-9-19,3312.4823,4736.8934,3591.1678,186.8985,177.2275
2018-9-20,3310.1258,4733.4806,3586.3417,186.8379,177.131
2018-9-21,3410.4856,4805.2151,3665.0561,186.9213,177.2308
2018-9-25,3379.8043,4792.5507,3643.1047,187.0175,177.3359
2018-9-26,3417.2413,4815.6306,3672.5872,187.1066,177.5209
2018-9-27,3403.5902,4755.3803,3639.5767,187.2282,177.7479
2018-9-28,3438.8649,4800.7287,3674.7587,187.3136,177.8583
2018-10-8,3290.8988,4646.4929,3535.0847,187.5546,178.0996
2018-10-9,3288.6906,4634.8939,3535.7813,187.5997,178.1408
2018-10-10,3281.5978,4629.8877,3533.9827,187.6771,178.2299
2018-10-11,3124.1139,4307.4208,3325.895,187.8886,178.5557
2018-10-12,3170.7262,4278.0353,3341.8073,187.9758,178.5993
2018-10-15,3126.4516,4199.1532,3294.1467,188.0416,178.6342
2018-10-16,3100.9738,4099.6831,3246.2767,188.0974,178.696
2018-10-17,3118.2463,4133.3832,3268.2958,188.1383,178.7339
2018-10-18,3044.3918,4018.4614,3179.5353,188.2845,178.9543
2018-10-19,3134.9455,4127.9854,3263.7825,188.3367,179.0032
2018-10-22,3270.2732,4333.1445,3412.7501,188.3515,178.9321
2018-10-23,3183.4257,4253.5561,3340.4615,188.411,179.0207
2018-10-24,3188.2018,4245.4884,3343.1078,188.5428,179.2185
2018-10-25,3194.3084,4234.4208,3339.0147,188.645,179.3829
2018-10-26,3173.635,4233.9585,3331.2439,188.6999,179.4404
2018-10-29,3076.8889,4162.5255,3255.2104,188.9304,179.721
2018-10-30,3110.2605,4204.5424,3290.5602,189.0179,179.8453
2018-10-31,3153.8234,4272.5518,3338.8365,189.0329,179.8609
2018-11-1,3177.0338,4298.9837,3359.2869,189.1203,179.9811
2018-11-2,3290.2455,4437.9456,3468.1867,189.0248,179.7502
2018-11-5,3262.8351,4440.8274,3462.2941,189.105,179.8605
2018-11-6,3243.1504,4438.0965,3450.4874,189.2184,180.0315
2018-11-7,3221.9101,4415.136,3433.2097,189.3753,180.281
2018-11-8,3212.7737,4382.3286,3421.3589,189.4506,180.3521
2018-11-9,3167.4442,4368.6143,3390.3621,189.5089,180.3888
2018-11-12,3205.1407,4481.6881,3456.6291,189.5855,180.4501
2018-11-13,3237.3823,4563.5351,3505.9612,189.6668,180.5537
2018-11-14,3204.9427,4545.5089,3485.5216,189.9885,181.0597
2018-11-15,3242.3715,4619.8141,3534.443,190.1405,181.3127
2018-11-16,3257.6735,4659.0965,3558.9289,190.4022,181.7549
2018-11-19,3294.6031,4670.737,3585.4853,190.5354,181.8552
2018-11-20,3218.4076,4537.4493,3496.3526,190.5225,181.7519
2018-11-21,3226.4918,4554.6747,3511.9951,190.5915,181.8253
2018-11-22,3214.4273,4551.3264,3505.7021,190.5656,181.7342
2018-11-23,3143.4752,4374.7644,3395.6001,190.5481,181.6469
2018-11-26,3141.2434,4367.4619,3390.2936,190.5793,181.616
2018-11-27,3137.2413,4387.6515,3398.5431,190.5873,181.6142
2018-11-28,3178.9326,4441.8569,3441.0861,190.6582,181.7375
2018-11-29,3137.6542,4345.703,3379.488,190.7943,181.9558
2018-11-30,3172.69,4376.6511,3409.7867,190.8417,182.0093
2018-12-3,3260.9502,4515.1735,3510.7539,190.9205,182.1034
2018-12-4,3267.7095,4536.2104,3526.7663,191.1426,182.5197
2018-12-5,3252.0041,4502.7021,3506.5003,191.3094,182.692
2018-12-6,3181.673,4411.0884,3436.9268,191.4155,182.8739
2018-12-7,3181.5646,4410.9593,3437.0528,191.5035,182.9867
2018-12-10,3144.7631,4359.3122,3398.0427,191.6727,183.2385
2018-12-11,3159.8158,4395.5702,3419.7385,191.7343,183.3256
2018-12-12,3170.6092,4393.324,3425.7215,191.7707,183.3557
2018-12-13,3219.6924,4443.1572,3468.5117,191.5308,182.8321
2018-12-14,3165.9109,4337.1025,3397.055,191.4766,182.7499
2018-12-17,3161.1966,4330.6465,3392.6726,191.3866,182.5508
2018-12-18,3128.4265,4307.2675,3364.5301,191.3908,182.608
2018-12-19,3091.1255,4247.8991,3322.8267,191.4428,182.7627
2018-12-20,3067.4169,4259.7614,3316.5886,191.6434,183.0696
2018-12-21,3029.3951,4231.144,3284.13,191.6879,183.0889
2018-12-24,3038.1981,4274.7218,3303.0189,191.6966,183.0558
2018-12-25,3017.2815,4225.5124,3273.9771,191.7349,183.1432
2018-12-26,3002.0327,4208.4053,3260.8401,191.7896,183.2512
2018-12-27,2990.5057,4161.2702,3231.2175,191.9363,183.5005
2018-12-28,3010.6536,4168.0363,3244.8955,192.2762,183.9771
2019-1-2,2969.5353,4131.9567,3214.2658,192.6805,184.5715
2019-1-3,2964.8421,4112.807,3203.5551,192.8746,184.7825
2019-1-4,3035.8741,4210.8786,3282.2831,192.9833,184.7633
2019-1-7,3054.303,4288.3234,3323.8462,193.1442,184.8079
2019-1-8,3047.7035,4277.2967,3317.8362,193.4547,185.176
2019-1-9,3078.4759,4288.7717,3339.6651,193.5158,185.0853
2019-1-10,3072.6864,4281.8606,3333.0501,193.5545,185.0222
2019-1-11,3094.7782,4314.8757,3358.3954,193.5856,184.9974
2019-1-14,3067.7845,4286.5474,3334.641,193.5709,184.8959
2019-1-15,3127.9904,4347.3555,3386.2528,193.5433,184.798
2019-1-16,3128.6517,4336.8779,3383.5527,193.8102,185.2592
2019-1-17,3111.4168,4303.7308,3359.9352,193.8928,185.3378
2019-1-18,3168.1739,4347.8112,3403.2947,193.8364,185.2192
2019-1-21,3185.6364,4373.6333,3421.5607,193.8155,185.1484
2019-1-22,3143.3171,4308.2518,3379.5187,193.7789,185.1214
2019-1-23,3141.0532,4315.6846,3381.1585,193.7687,185.1194
2019-1-24,3158.7817,4338.17,3399.1011,193.7196,185.0384
2019-1-25,3184.4696,4318.4417,3403.4975,193.6136,184.9037
2019-1-28,3183.7777,4307.2196,3392.5762,193.611,184.8401
2019-1-29,3193.9698,4254.2875,3372.3261,193.7246,185.0457
2019-1-30,3168.4829,4211.6235,3337.2465,193.8338,185.2539
2019-1-31,3201.6331,4176.4739,3333.465,193.9194,185.3927
2019-2-1,3247.3971,4294.2696,3400.7148,193.9684,185.4435
2019-2-11,3306.4725,4402.8668,3476.4956,194.2733,185.7908
2019-2-12,3330.3353,4439.485,3510.0015,194.3285,185.8357
2019-2-13,3397.0276,4512.4088,3575.5265,194.3531,185.8615
2019-2-14,3402.1403,4532.1699,3586.3165,194.3409,185.7921
2019-2-15,3338.7047,4502.7348,3547.7599,194.3652,185.8002
2019-2-18,3445.7448,4660.999,3664.9033,194.3134,185.631
2019-2-19,3439.6078,4667.2836,3667.6786,194.3065,185.6213
2019-2-20,3451.9273,4667.6243,3677.8153,194.355,185.6492
2019-2-21,3442.7056,4659.1431,3668.3837,194.3335,185.6399
2019-2-22,3520.1182,4777.2977,3751.6944,194.3308,185.6671
2019-2-25,3729.4831,5044.3466,3962.5882,194.1801,185.2928
2019-2-26,3684.6935,5038.5435,3936.8848,194.0027,185.0999
2019-2-27,3678.3921,5017.8842,3929.2381,194.075,185.2376
2019-2-28,3669.3703,5025.2913,3928.2468,194.0438,185.2
2019-3-1,3749.7143,5067.225,3988.7126,193.9495,185.0643
