时间,沪深300,中证500,万得全A,中债-综合财富(总值)指数,中债-总财富(总值)指数
2004-12-31,1000,1000,773.1392,105.338,102.135
2005-1-4,982.794,986.927,760.8923,105.326,101.955
2005-1-5,992.564,1003.633,770.8937,105.776,102.362
2005-1-6,983.174,994.595,763.804,105.429,101.615
2005-1-7,983.958,997.606,765.6346,105.576,101.675
2005-1-10,993.879,1006.337,772.756,105.533,101.712
2005-1-11,997.135,1008.343,775.2446,105.642,101.996
2005-1-12,996.748,1008.62,774.7617,105.622,101.998
2005-1-13,996.877,1013.07,775.9586,105.484,101.887
2005-1-14,988.306,1000.169,767.3533,105.906,102.204
2005-1-17,967.452,977.522,749.7836,106.146,102.332
2005-1-18,974.689,991.419,757.6103,106.045,102.076
2005-1-19,967.21,986.241,752.702,106.099,102.209
2005-1-20,956.245,972.463,742.4964,106.133,102.234
2005-1-21,982.604,988.519,758.3659,106.196,102.381
2005-1-24,998.133,1008.175,772.3148,106.347,102.629
2005-1-25,997.775,999.553,769.27,106.269,102.459
2005-1-26,989.928,987.955,762.047,106.245,102.359
2005-1-27,974.631,971.373,749.8383,106.27,102.359
2005-1-28,969.209,952.413,740.1365,106.462,102.611
2005-1-31,954.879,922.653,722.1686,106.571,102.688
2005-2-1,955.951,913.331,718.0449,106.593,102.641
2005-2-2,1006.913,964.243,757.0551,106.59,102.707
2005-2-3,993.215,945.312,744.495,106.769,102.721
2005-2-4,1016.858,962.028,759.6613,106.982,102.896
2005-2-16,1023.584,972.337,766.347,107.249,103.536
2005-2-17,1020.606,977.272,766.9438,107.202,103.36
2005-2-18,1006.055,964.769,756.9169,107.343,103.451
2005-2-21,1025.633,981.819,770.9576,107.28,103.233
2005-2-22,1046.744,1007.688,789.6359,107.27,103.146
2005-2-23,1043.944,1019.258,793.19,107.272,103.931
2005-2-24,1045.46,1024.446,795.1713,107.425,103.273
2005-2-25,1046.761,1024.118,796.163,107.815,103.72
2005-2-28,1039.989,1020.847,793.1298,107.382,103.813
2005-3-1,1035.934,1021.162,792.0468,107.57,103.614
2005-3-2,1021.32,1006.148,780.6848,107.468,103.63
2005-3-3,1027.71,1011.288,784.8849,107.409,103.467
2005-3-4,1023.667,1003.21,780.4458,107.527,103.532
2005-3-7,1029.871,1006.953,784.1156,107.721,103.623
2005-3-8,1048.987,1029.457,799.5666,107.68,103.497
2005-3-9,1046.544,1032.55,800.0078,107.662,103.656
2005-3-10,1022.413,1005.545,780.6124,107.784,103.845
2005-3-11,1027.429,1009.434,784.4788,107.899,104.015
2005-3-14,1031.026,1007.766,784.0196,108.023,104.07
2005-3-15,1013.523,993.831,772.0835,108.008,104.105
2005-3-16,1003.065,983.916,764.8879,108.139,104.156
2005-3-17,992.863,970.966,756.1348,108.501,104.654
2005-3-18,978.665,949.509,742.2451,108.59,104.914
2005-3-21,981.893,949.553,743.5502,108.598,104.921
2005-3-22,964.024,922.564,725.8207,108.521,104.745
2005-3-23,959.01,923.194,722.9268,108.529,104.616
2005-3-24,964.801,933.347,728.799,108.615,104.79
2005-3-25,962.955,931.417,727.3224,108.55,104.769
2005-3-28,960.696,922.923,723.1392,108.614,104.793
2005-3-29,955.19,916.811,718.8735,108.746,104.875
2005-3-30,937.034,888.949,701.0265,109.132,104.915
2005-3-31,942.203,896.068,705.6177,109.082,104.866
2005-4-1,978.145,927.546,731.2293,108.666,104.782
2005-4-4,962.168,909.87,718.5285,108.772,105.158
2005-4-5,955.598,901.744,712.9154,108.886,105.267
2005-4-6,973.668,918.557,725.4223,108.86,104.951
2005-4-7,984.733,932.333,735.619,109.09,105.479
2005-4-8,1003.445,949.457,749.4271,109.228,105.627
2005-4-11,995.421,948.509,745.7601,109.379,105.693
2005-4-12,978.697,927.41,731.778,109.381,106.072
2005-4-13,1000.9,950.229,749.1295,109.535,105.73
2005-4-14,986.975,935.425,738.3685,109.792,106.335
2005-4-15,974.082,913.271,724.306,109.73,106.093
2005-4-18,963.772,901.118,714.7164,109.782,106.195
2005-4-19,965.886,902.785,716.1616,109.801,106.098
2005-4-20,950.867,884.083,703.5806,109.499,106.009
2005-4-21,943.981,867.328,694.5295,109.668,106.137
2005-4-22,939.101,857.401,687.0578,109.555,105.857
2005-4-25,930.07,841.058,676.5672,109.906,106.206
2005-4-26,937.083,855.24,684.5356,110.057,106.159
2005-4-27,926.604,839.953,675.0474,110.062,106.139
2005-4-28,942.073,860.616,688.2626,109.944,106.117
2005-4-29,932.395,847.611,680.8918,109.99,106.056
2005-5-9,909.174,818.399,660.4106,110.234,106.389
2005-5-10,913.076,818.088,661.3419,110.256,106.603
2005-5-11,901.851,811.57,654.5624,110.19,106.533
2005-5-12,885.82,807.51,646.8948,110.282,106.583
2005-5-13,887.543,814.878,650.873,110.519,106.811
2005-5-16,875.271,808.171,643.7453,110.307,106.798
2005-5-17,881.462,818.455,650.1882,110.21,106.567
2005-5-18,883.196,824.643,653.4494,110.603,106.97
2005-5-19,884.171,824.94,654.0602,110.781,107.026
2005-5-20,882.763,819.13,651.4171,110.949,107.27
2005-5-23,863.341,793.724,634.4244,111.156,107.557
2005-5-24,868.456,808.743,643.2815,111.247,107.483
2005-5-25,868.451,809.697,644.4658,111.264,107.531
2005-5-26,857.331,799.024,636.4737,111.304,107.534
2005-5-27,849.508,790.998,630.7833,111.216,107.426
2005-5-30,855.612,797.532,636.2234,111.175,107.323
2005-5-31,855.946,796.872,635.5903,111.144,107.331
2005-6-1,837.532,778.673,622.2079,111.226,107.604
2005-6-2,818.379,769.421,611.5342,111.284,107.538
2005-6-3,818.033,765.967,610.0508,111.316,107.525
2005-6-6,838.997,778.21,622.1802,111.335,107.605
2005-6-7,837.282,779.844,622.45,111.365,107.702
2005-6-8,905.773,841.36,671.9514,111.466,107.761
2005-6-9,912.604,849.725,678.7079,111.585,107.841
2005-6-10,894.556,831.605,664.9754,111.666,107.993
2005-6-13,892.959,834.252,665.9595,111.843,108.462
2005-6-14,883.537,818.191,655.2735,111.981,108.516
2005-6-15,866.834,796.26,640.0897,112.138,108.797
2005-6-16,879.237,803.945,647.5517,112.227,108.844
2005-6-17,880.345,800.137,646.5076,112.478,109.059
2005-6-20,906.255,823.733,665.4869,112.744,109.054
2005-6-21,896.166,816.197,659.2256,112.827,109.117
2005-6-22,900.646,818.647,661.9747,112.84,109.238
2005-6-23,893.572,809.347,655.0383,113.137,109.252
2005-6-24,898.301,813.203,658.5102,113.06,109.226
2005-6-27,916.043,834.346,675.1333,112.878,109.075
2005-6-28,903.716,819.046,663.8092,112.788,109.01
2005-6-29,898.898,814.064,659.5975,112.709,108.875
2005-6-30,878.686,791.502,642.4275,112.841,108.85
2005-7-1,859.494,760.352,621.3968,113.02,109.229
2005-7-4,855.932,749.483,614.9314,113.064,109.326
2005-7-5,849.679,744.595,610.0602,113.064,109.352
2005-7-6,842.556,743.444,606.3083,113.156,109.59
2005-7-7,844.729,747.418,608.6869,113.298,109.763
2005-7-8,829.489,722.854,593.2064,113.413,109.921
2005-7-11,824.097,714.475,587.8992,113.5,109.919
2005-7-12,851.816,739.534,608.2916,113.56,110.066
2005-7-13,846.231,732.443,603.7576,113.727,110.343
2005-7-14,849.59,732.544,605.485,113.772,110.34
2005-7-15,841.001,714.488,595.924,113.716,110.35
2005-7-18,832.995,696.848,586.0267,113.826,110.422
2005-7-19,835.608,703.066,588.5761,113.95,110.244
2005-7-20,842.641,707.293,592.9208,113.546,110.095
2005-7-21,843.987,704.788,592.6852,113.684,110.095
2005-7-22,859.693,721.445,605.0088,113.73,110.149
2005-7-25,856.86,718.867,603.4326,113.699,110.394
2005-7-26,876.48,735.861,617.582,113.733,110.52
2005-7-27,894.012,750.015,631.1923,113.453,110.526
2005-7-28,890.885,747.23,629.1041,113.911,110.682
2005-7-29,888.164,744.825,626.8582,113.922,110.611
2005-8-1,891.607,750.488,631.2424,114.658,110.94
2005-8-2,903.598,763.29,641.4282,114.299,110.853
2005-8-3,909.57,769.752,646.6387,114.169,110.787
2005-8-4,904.15,765.262,642.382,114.265,110.766
2005-8-5,923.803,787.819,659.8377,114.243,110.811
2005-8-8,927.471,800.117,666.4196,114.281,110.846
2005-8-9,933.089,814.186,674.8722,113.995,110.664
2005-8-10,940.37,823.839,681.908,114.107,110.727
2005-8-11,953.992,832.841,690.8759,114.1,110.665
2005-8-12,938.316,816.386,678.6935,114.143,110.775
2005-8-15,954.502,839.667,694.2886,114.103,110.682
2005-8-16,945.058,839.264,690.598,114.151,110.768
2005-8-17,953.012,854.526,700.8595,114.141,110.672
2005-8-18,920.671,820.664,675.9126,114.156,110.75
2005-8-19,923.038,820.869,676.1777,114.163,110.749
2005-8-22,931.673,831.496,682.9694,114.205,110.915
2005-8-23,923.414,816.914,675.3734,114.426,111.118
2005-8-24,930.651,826.716,682.0909,114.333,110.939
2005-8-25,930.118,836.418,686.0458,113.876,111.008
2005-8-26,928.258,840.431,687.3648,114.021,110.924
2005-8-29,917.371,832.248,680.1545,114.025,110.857
2005-8-30,914.88,827.55,677.1633,114.055,110.836
2005-8-31,927.916,845.142,688.3007,113.949,110.841
2005-9-1,944.559,865.405,701.7678,113.973,110.784
2005-9-2,947.871,872.485,705.1279,113.955,110.728
2005-9-5,952.717,884.29,712.2372,113.954,110.697
2005-9-6,936.61,862.491,697.7255,114.041,111.034
2005-9-7,952.758,888.125,713.1033,114.052,110.884
2005-9-8,955.282,889.69,714.6599,114.121,111.054
2005-9-9,949.065,879.503,709.2733,114.096,110.928
2005-9-12,949.506,883.561,711.5652,114.171,111.126
2005-9-13,963.774,904.311,724.5463,114.212,111.179
2005-9-14,970.193,914.983,730.4042,114.264,111.174
2005-9-15,969.598,918.505,731.9054,114.238,111.263
2005-9-16,967.495,917.638,731.085,114.447,111.506
2005-9-19,971.136,930.489,738.3759,114.498,111.597
2005-9-20,961.919,924.16,733.2089,114.374,111.42
2005-9-21,944.408,909.787,719.5735,114.427,111.444
2005-9-22,923.274,880.013,698.8799,114.765,111.667
2005-9-23,916.154,868.549,691.4523,114.671,111.667
2005-9-26,918.485,874.84,694.1847,114.689,111.663
2005-9-27,904.214,856.958,681.51,114.529,111.497
2005-9-28,903.719,852.359,679.565,114.693,111.826
2005-9-29,915.975,871.291,691.5354,114.742,111.865
2005-9-30,917.392,869.509,691.3957,114.818,111.847
2005-10-10,907.321,858.748,682.0607,115.051,112.023
2005-10-11,919.72,878.623,694.936,115.153,112.282
2005-10-12,923.485,887.711,700.3545,115.138,112.312
2005-10-13,916.499,883.45,695.5966,115.308,112.46
2005-10-14,904.828,876.053,687.2548,115.317,112.621
2005-10-17,897.623,878.757,685.027,115.503,112.759
2005-10-18,902.366,893.699,692.5704,115.335,112.682
2005-10-19,898.744,886.314,687.7391,115.425,112.831
2005-10-20,899.915,886.551,686.9398,115.536,112.987
2005-10-21,904.414,895.027,690.8401,115.61,112.977
2005-10-24,906.652,897.757,693.0822,115.736,113.126
2005-10-25,894.272,877.577,680.9202,116.363,112.739
2005-10-26,875.82,854.028,662.8276,115.774,113.002
2005-10-27,875.849,847.593,660.304,115.714,112.91
2005-10-28,867.729,825.063,648.2381,115.575,112.682
2005-10-31,876.282,828.659,653.1937,115.435,112.445
2005-11-1,872.865,823.328,649.2798,115.369,112.537
2005-11-2,882.478,840.316,660.3421,115.514,112.551
2005-11-3,874.575,828.906,654.2693,115.514,112.502
2005-11-4,878.361,835.122,658.2361,115.43,112.371
2005-11-7,877.278,842.002,660.2268,115.549,112.517
2005-11-8,881.524,848.965,664.7399,115.312,112.134
2005-11-9,879.252,845.11,662.39,115.156,111.816
2005-11-10,862.968,821.269,646.2293,115.086,111.721
2005-11-11,864.79,823.956,647.8438,114.597,111.495
2005-11-14,862.149,827.569,648.5166,114.777,111.761
2005-11-15,856.635,820.491,643.5313,114.785,111.734
2005-11-16,863.119,826.692,648.8115,114.492,111.445
2005-11-17,862.658,825.797,647.9456,114.481,111.47
2005-11-18,882.241,843.738,663.8973,114.387,111.239
2005-11-21,883.871,846.958,665.8657,114.388,111.256
2005-11-22,869.617,831.771,653.2252,114.508,111.416
2005-11-23,876.229,838.117,658.8055,114.418,111.397
2005-11-24,881.493,841.699,662.6957,114.827,111.497
2005-11-25,884.105,841.13,664.307,114.827,111.453
2005-11-28,880.167,838.342,661.2404,114.66,111.321
2005-11-29,871.31,827.005,652.7574,114.598,111.364
2005-11-30,873.825,829.5,654.5468,114.778,111.473
2005-12-1,873.067,828.193,653.5659,114.729,111.353
2005-12-2,869.936,817.864,648.0214,114.87,111.67
2005-12-5,859.61,796.926,634.8792,114.979,111.506
2005-12-6,866.075,798.878,638.3258,115.115,112.041
2005-12-7,873.838,806.778,644.637,114.96,111.983
2005-12-8,874.056,805.561,644.1437,115.091,111.996
2005-12-9,887.358,819.2,655.5715,115.002,111.963
2005-12-12,888.518,824.518,658.2586,115.283,112.149
2005-12-13,889.101,824.861,658.7861,115.363,112.321
2005-12-14,898.153,832.513,665.7996,115.353,112.362
2005-12-15,896.434,827.539,662.5628,115.154,112.508
2005-12-16,902.561,834.537,668.11,115.262,112.418
2005-12-19,902.91,834.712,668.4905,115.235,112.444
2005-12-20,907.318,836.119,670.9449,115.258,112.588
2005-12-21,903.144,830.766,666.3037,115.274,112.557
2005-12-22,908.754,835.503,670.5316,115.528,112.56
2005-12-23,915.89,845.589,677.4932,115.371,112.717
2005-12-26,922.378,853.169,683.3881,115.386,112.842
2005-12-27,919.36,854.526,681.9439,115.488,112.623
2005-12-28,920.919,857.206,683.3421,115.635,112.8
2005-12-29,932.031,866.747,690.9771,115.622,112.613
2005-12-30,923.451,860.131,684.0646,115.724,112.618
2006-1-4,941.428,871.73,694.4958,115.663,112.888
2006-1-5,959.134,882.732,705.1748,115.621,112.934
2006-1-6,970.032,891.94,711.6898,115.748,113.098
2006-1-9,975.253,905.068,717.6626,115.906,113.278
2006-1-10,978.154,911.191,720.722,116.023,113.468
2006-1-11,973.477,906.496,716.4716,116.021,113.461
2006-1-12,983.716,927.42,726.4276,116.167,113.623
2006-1-13,978.809,932.499,724.431,116.278,113.783
2006-1-16,961.439,920.332,711.7141,116.11,113.534
2006-1-17,964.29,919.279,712.8011,116.207,113.673
2006-1-18,983.622,939.136,728.1703,116.31,113.977
2006-1-19,991.222,949.913,735.1811,116.305,113.851
2006-1-20,993.34,952.769,736.0347,116.29,113.777
2006-1-23,996.162,961.069,739.5607,116.151,113.653
2006-1-24,999.093,960.353,740.2305,116.245,113.716
2006-1-25,1009.597,957.787,744.0108,116.39,113.905
2006-2-6,1033.234,980.91,763.8303,116.318,114.059
2006-2-7,1029.937,981.574,762.7778,116.356,113.973
2006-2-8,1033.072,982.943,765.2808,116.302,113.776
2006-2-9,1019.599,969.577,754.3947,116.503,113.955
2006-2-10,1032.337,980.801,763.7418,116.587,114.131
2006-2-13,1031.614,977.396,762.3094,116.604,114.145
2006-2-14,1038.531,986.056,768.0939,116.392,113.899
2006-2-15,1041.66,986.161,769.4458,116.507,114.045
2006-2-16,1020.121,958.59,748.5735,116.606,114.125
2006-2-17,1020.368,949.993,745.5081,116.625,114.132
2006-2-20,1021.639,943.765,744.9189,116.437,114.035
2006-2-21,1038.816,960.017,759.7895,116.359,113.756
2006-2-22,1037.885,959.947,759.5688,116.402,113.827
2006-2-23,1041.373,958.722,761.8315,116.414,113.823
2006-2-24,1049.444,967.163,768.8842,116.358,113.756
2006-2-27,1047.845,963.379,764.33,116.411,113.794
2006-2-28,1053.01,964.726,767.4103,116.563,114.077
2006-3-1,1056.619,972.067,773.1561,116.544,114.011
2006-3-2,1038.666,953.369,757.1497,116.566,113.926
2006-3-3,1041.677,954.457,759.2777,116.629,114.131
2006-3-6,1038.873,952.351,756.7498,116.521,114.016
2006-3-7,1014.973,928.576,736.0991,116.681,114.181
2006-3-8,1009.271,924.83,732.3094,116.607,114.13
2006-3-9,1004.344,920.13,730.057,116.861,114.373
2006-3-10,1008.897,921.683,733.7047,116.796,114.276
2006-3-13,1019.864,928.518,742.161,116.979,114.315
2006-3-14,1018.272,931.721,741.8467,117.007,114.343
2006-3-15,1028.958,942.689,751.1915,117.088,114.378
2006-3-16,1027.616,945.523,751.2084,117.081,114.342
2006-3-17,1024.015,943.725,748.8287,117.014,114.323
2006-3-20,1037.659,956.138,760.3524,116.993,114.269
2006-3-21,1040.757,959.927,763.2139,117.066,114.334
2006-3-22,1047.666,972.137,770.694,116.997,114.182
2006-3-23,1048.537,980.841,773.7252,116.943,114.113
2006-3-24,1042.601,974.269,767.8267,117.015,114.1
2006-3-27,1050.707,984.152,775.6019,117.024,114.083
2006-3-28,1055.982,994.52,781.5443,117.035,114.199
2006-3-29,1065.294,997.704,785.7189,117.019,114.178
2006-3-30,1055.634,986.957,777.0308,117.004,114.163
2006-3-31,1061.088,1000.251,783.0768,117.052,114.223
2006-4-3,1079.322,1025.788,800.703,117.078,114.269
2006-4-4,1089.371,1038.109,810.1658,116.981,114.291
2006-4-5,1099.97,1048.666,818.3887,117.04,114.236
2006-4-6,1103.237,1053.693,820.2653,116.979,114.146
2006-4-7,1103.154,1068.11,823.8713,117.03,114.183
2006-4-10,1117.91,1090.72,838.791,117.061,114.246
2006-4-11,1123.308,1094.409,842.2089,116.961,114.127
2006-4-12,1117.073,1095.497,838.0102,116.927,114.031
2006-4-13,1093.925,1062.69,812.6795,116.936,114.039
2006-4-14,1118.607,1088.183,834.7291,116.962,114.035
2006-4-17,1124.414,1093.513,837.6456,116.935,113.996
2006-4-18,1131.281,1097.73,841.904,116.782,113.661
2006-4-19,1138.241,1100.661,845.5831,116.75,113.631
2006-4-20,1134.381,1091.851,839.7914,116.773,113.646
2006-4-21,1149.158,1102.547,850.0127,116.848,113.847
2006-4-24,1142.698,1094.375,841.0054,116.889,113.846
2006-4-25,1141.93,1103.059,842.2701,116.896,113.886
2006-4-26,1155.726,1116.811,854.2914,116.836,113.886
2006-4-27,1155.268,1125.32,856.3908,116.835,113.871
2006-4-28,1172.347,1141.685,869.5721,116.913,114.008
2006-5-8,1218.445,1180.728,906.5923,116.902,113.956
2006-5-9,1251.611,1218.094,935.4832,116.924,114.082
2006-5-10,1265.933,1241.571,950.2363,117.005,114.288
2006-5-11,1255.035,1237.772,942.0682,117.002,114.288
2006-5-12,1296.257,1283.677,977.0423,116.973,114.215
2006-5-15,1352.155,1344.924,1025.5562,116.9,114.048
2006-5-16,1331.127,1297.932,994.5005,116.986,114.296
2006-5-17,1335.523,1318.966,1002.5584,117.036,114.294
2006-5-18,1331.201,1328.206,1003.3872,116.976,114.228
2006-5-19,1366.097,1365.647,1032.0248,117.007,114.286
2006-5-22,1373.674,1386.748,1042.4388,117.101,114.352
2006-5-23,1317.654,1326.156,994.2869,117.036,114.207
2006-5-24,1308.242,1308.693,982.4858,117.126,114.303
2006-5-25,1307.697,1324.919,988.0349,117.139,114.309
2006-5-26,1331.02,1355.501,1008.7558,117.046,114.279
2006-5-29,1366.292,1387.524,1036.9601,117.114,114.19
2006-5-30,1378.756,1410.542,1050.0692,117.123,114.149
2006-5-31,1365.451,1402.332,1041.3058,117.135,114.171
2006-6-1,1402.879,1455.741,1076.391,117.094,114.167
2006-6-2,1390.116,1457.763,1070.7769,117.058,113.988
2006-6-5,1403.163,1484.29,1085.199,117.017,113.84
2006-6-6,1399.142,1470.449,1078.9152,117.067,113.76
2006-6-7,1320.233,1370.809,1009.2548,116.793,113.481
2006-6-8,1325.979,1376.079,1012.1315,116.904,113.585
2006-6-9,1294.185,1346.481,987.3135,116.954,113.581
2006-6-12,1297.67,1352.582,991.8453,116.909,113.589
2006-6-13,1298.276,1361.526,994.3328,116.776,113.519
2006-6-14,1283.88,1347.878,985.5009,116.775,113.489
2006-6-15,1285.385,1352.336,987.7496,116.789,113.56
2006-6-16,1318.01,1382.41,1011.898,116.656,113.551
2006-6-19,1334.893,1397.995,1025.8649,116.599,113.323
2006-6-20,1338.223,1414.905,1031.5989,116.571,113.3
2006-6-21,1333.532,1410.502,1028.3488,116.265,113.153
2006-6-22,1331.553,1411.278,1027.6147,116.352,113.244
2006-6-23,1339.446,1430.513,1037.0996,116.3,113.196
2006-6-26,1363.413,1457.137,1055.9324,116.327,113.27
2006-6-27,1363.896,1464.686,1059.0979,116.476,113.481
2006-6-28,1362.885,1461.793,1058.5741,116.309,113.344
2006-6-29,1395.124,1488.164,1081.3623,116.372,113.499
2006-6-30,1393.963,1485.995,1080.6188,116.369,113.504
2006-7-3,1420.328,1514.068,1100.1547,116.533,113.53
2006-7-4,1411.013,1508.839,1093.5963,116.434,113.463
2006-7-5,1393.009,1497.656,1084.1311,116.352,113.45
2006-7-6,1418.675,1539.177,1107.6079,116.351,113.448
2006-7-7,1410.429,1541.253,1104.4675,116.289,113.336
2006-7-10,1412.124,1550.04,1108.7241,116.498,113.488
2006-7-11,1418.575,1561.843,1115.8075,116.573,113.591
2006-7-12,1419.199,1562.06,1116.0402,116.408,113.572
2006-7-13,1346.088,1459.778,1052.6368,116.454,113.541
2006-7-14,1357.129,1470.467,1061.3094,116.378,113.444
2006-7-17,1372.254,1494.793,1076.1239,116.426,113.429
2006-7-18,1373.416,1506.592,1079.6379,116.43,113.294
2006-7-19,1336.644,1472.354,1052.6863,116.487,113.43
2006-7-20,1345.194,1484.409,1060.1097,116.403,113.26
2006-7-21,1356.033,1493.036,1068.1447,116.412,113.286
2006-7-24,1358.122,1496.607,1069.6726,116.356,113.149
2006-7-25,1374.17,1518.172,1083.76,116.336,113.162
2006-7-26,1371.295,1523.863,1084.3228,116.268,113.072
2006-7-27,1355.545,1506.56,1072.3225,116.317,113.146
2006-7-28,1341.393,1492.114,1062.0027,116.236,113.037
2006-7-31,1294.328,1425.044,1022.4216,116.258,113.034
2006-8-1,1282.057,1408.902,1011.9296,116.225,112.941
2006-8-2,1275.088,1401.859,1006.6321,116.235,112.938
2006-8-3,1271.744,1401.156,1004.5751,116.356,113.08
2006-8-4,1241.908,1354.778,977.358,116.243,113.075
2006-8-7,1224.102,1323.726,959.9202,116.404,113.187
2006-8-8,1252.386,1364.99,984.9738,116.388,113.161
2006-8-9,1251.298,1367.395,984.8623,116.415,113.248
2006-8-10,1271.473,1391.144,1001.6458,116.481,113.301
2006-8-11,1275.654,1398.011,1005.5286,116.421,113.291
2006-8-14,1245.721,1356.848,980.0297,116.495,113.345
2006-8-15,1265.863,1383.361,997.2394,116.554,113.446
2006-8-16,1283.567,1407.313,1012.2017,116.597,113.589
2006-8-17,1271.627,1395.718,1004.5042,116.642,113.591
2006-8-18,1267.866,1384.899,1000.379,116.737,113.696
2006-8-21,1270.562,1392.969,1004.1096,116.53,113.432
2006-8-22,1285.268,1408.846,1015.2399,116.559,113.431
2006-8-23,1285.68,1403.578,1014.1895,116.659,113.594
2006-8-24,1292.401,1416.898,1021.3542,116.69,113.609
2006-8-25,1295.437,1421.095,1023.8557,116.669,113.624
2006-8-28,1325.894,1457.321,1047.027,116.682,113.621
2006-8-29,1330.155,1456.44,1049.4398,116.761,113.701
2006-8-30,1334.671,1468.664,1055.2805,116.779,113.735
2006-8-31,1338.694,1479.9,1060.5402,116.804,113.793
2006-9-1,1318.099,1451.95,1042.8418,116.899,113.881
2006-9-4,1337.243,1484.443,1060.4158,116.848,113.788
2006-9-5,1340.682,1490.153,1062.9619,116.888,113.847
2006-9-6,1346.367,1497.005,1067.8445,116.937,113.929
2006-9-7,1328.377,1472.505,1052.8311,116.952,113.905
2006-9-8,1332.153,1473.922,1055.335,116.963,113.907
2006-9-11,1338.755,1481.932,1060.9008,117.062,114.018
2006-9-12,1347.639,1487.741,1066.6416,117.113,114.073
2006-9-13,1338.386,1466.043,1056.8103,117.133,114.146
2006-9-14,1338.278,1467.796,1056.9244,117.141,114.172
2006-9-15,1362.322,1484.687,1073.1227,117.143,114.165
2006-9-18,1375.563,1507.942,1085.7736,117.229,114.273
2006-9-19,1378.309,1512.963,1088.2921,117.309,114.362
2006-9-20,1378.459,1517.29,1090.194,117.373,114.521
2006-9-21,1387.37,1521.95,1096.2754,117.465,114.646
2006-9-22,1374.852,1509.385,1086.4178,117.691,114.934
2006-9-25,1372.399,1514.277,1085.8906,117.614,114.842
2006-9-26,1357.646,1508.2,1077.8956,117.71,114.932
2006-9-27,1371.117,1522.45,1087.9795,117.739,114.999
2006-9-28,1387.002,1535.272,1099.024,117.71,114.972
2006-9-29,1403.265,1550.803,1110.8059,117.744,115.047
2006-10-9,1436.074,1579.521,1133.9972,117.924,115.179
2006-10-10,1437.245,1588.806,1137.056,117.999,115.19
2006-10-11,1435.906,1591.451,1137.5374,118.002,115.196
2006-10-12,1426.5,1567.291,1127.1134,118.061,115.285
2006-10-13,1430.882,1575.861,1131.6062,118.106,115.383
2006-10-16,1418.517,1567.085,1123.9415,118.198,115.397
2006-10-17,1414.448,1568.509,1121.4612,118.264,115.452
2006-10-18,1437.593,1588.59,1137.8414,118.283,115.492
2006-10-19,1439.377,1597.38,1141.6007,118.297,115.514
2006-10-20,1440.182,1587.902,1138.728,118.339,115.602
2006-10-23,1408.715,1537.321,1108.8994,118.368,115.675
2006-10-24,1440.054,1577.086,1135.2047,118.411,115.674
2006-10-25,1446.825,1565.901,1135.3391,118.397,115.759
2006-10-26,1456.095,1556.69,1136.5454,118.424,115.775
2006-10-27,1439.05,1530.26,1120.6229,118.448,115.788
2006-10-30,1446.239,1527.216,1122.6014,118.411,115.688
2006-10-31,1464.473,1541.639,1135.4869,118.434,115.762
2006-11-1,1479.409,1548.518,1143.5897,118.475,115.765
2006-11-2,1479.656,1545.826,1141.9133,118.515,115.794
2006-11-3,1488.291,1549.655,1148.2012,118.535,115.82
2006-11-6,1507.891,1540.606,1154.0616,118.512,115.76
2006-11-7,1516.104,1525.649,1153.9277,118.524,115.747
2006-11-8,1498.173,1521.448,1144.3718,118.496,115.752
2006-11-9,1524.714,1537.862,1161.6737,118.487,115.743
2006-11-10,1504.062,1498.871,1141.1383,118.521,115.809
2006-11-13,1475.779,1445.679,1113.8838,118.54,115.808
2006-11-14,1493.776,1461.716,1126.5345,118.559,115.816
2006-11-15,1534.762,1484.446,1152.0699,118.552,115.805
2006-11-16,1533.288,1462.675,1145.5771,118.575,115.84
2006-11-17,1562.084,1476.745,1163.3094,118.804,115.832
2006-11-20,1593.158,1466.653,1175.9636,118.746,115.737
2006-11-21,1612.249,1477.679,1187.8259,118.754,115.737
2006-11-22,1624.028,1500.813,1198.8578,118.72,115.672
2006-11-23,1634.914,1509.315,1206.4821,118.661,115.572
2006-11-24,1636.58,1532.019,1212.9031,118.695,115.599
2006-11-27,1651.801,1567.049,1228.7111,118.729,115.655
2006-11-28,1644.014,1577.179,1227.4738,118.784,115.719
2006-11-29,1667.142,1596.998,1242.563,118.803,115.718
2006-11-30,1714.358,1623.816,1271.604,118.856,115.807
2006-12-1,1729.224,1629.207,1280.8951,118.882,115.833
2006-12-4,1780.736,1663.197,1313.7063,118.906,115.849
2006-12-5,1794.231,1675.458,1323.9677,118.912,115.863
2006-12-6,1779.411,1649.139,1309.8341,118.925,115.889
2006-12-7,1775.714,1632.908,1303.8674,118.9,115.84
2006-12-8,1711.584,1571.183,1257.4514,118.822,115.7
2006-12-11,1789.924,1621.263,1307.3463,118.861,115.751
2006-12-12,1802.788,1626.586,1314.1241,118.871,115.757
2006-12-13,1803.856,1634.84,1317.0665,118.886,115.75
2006-12-14,1836.143,1662.266,1338.6019,118.89,115.762
2006-12-15,1867.636,1689.671,1359.7072,118.925,115.829
2006-12-18,1916.108,1717.225,1389.6375,118.938,115.799
2006-12-19,1921.444,1724.533,1394.8801,118.94,115.812
2006-12-20,1936.547,1756.002,1410.3427,118.935,115.801
2006-12-21,1908.985,1737.381,1392.7162,118.95,115.798
2006-12-22,1895.644,1728.396,1384.3812,118.911,115.802
